id,name,country,country_code,abbreviation,gender,pro_year,handedness,highest_singles_ranking,highest_doubles_ranking,weight,height,date_of_birth,highest_singles_ranking_date,highest_doubles_ranking_date,Clothing,Shoes,Racket,Sleeve/Shirt/Cap
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG,female,2009.0,right,100.0,125.0,,164.0,1994-08-02,8.2022,2.202,,,,
sr:competitor:405057,"Bouzas Maneiro, Jessica",Spain,ESP,BOU,female,,,55.0,201.0,,,2002-09-24,11.2024,1.2023,Joma,Joma,Wilson,Refix | Cupra
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST,female,2012.0,right,5.0,4.0,68.0,177.0,1997-06-08,3.2018,10.2024,DK One,Adidas* ? Wilson,Wilson,Own logo | HubSpot | AMD
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE,female,2006.0,right,27.0,4.0,62.0,168.0,1988-03-04,8.2016,1.2024,Fila,Fila,Yonex,
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN,female,2013.0,right,27.0,1.0,69.0,174.0,1996-05-10,6.2024,10.2018,Lotto,Lotto,Wilson,TK Plus | AlterDomus
sr:competitor:262759,"Wang, Xiyu",China,CHN,WAN,female,2018.0,left,49.0,87.0,66.0,181.0,2001-03-28,1.2023,10.2024,Nike,Nike,Yonex,Ping An
sr:competitor:46591,"Paquet, Chloe",France,FRA,PAQ,female,2010.0,right,96.0,247.0,,178.0,1994-07-01,8.2024,6.2017,Le Coq Sportif,,Wilson,
sr:competitor:19520,"Maria, Tatjana",Germany,DEU,MAR,female,2006.0,right,42.0,54.0,62.0,172.0,1987-08-08,1.2024,6.2016,Nike*,Nike*,Yonex,
sr:competitor:50687,"van Uytvanck, Alison",Belgium,BEL,VAN,female,2011.0,right,37.0,66.0,63.0,173.0,1994-03-26,8.2018,5.2022,,,,
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE,female,2014.0,right,2.0,1.0,62.0,178.0,1995-12-18,2.2022,10.2018,Head ? Fila,Head ? Fila,Head,
sr:competitor:40994,"Saville, Daria",Australia,AUS,SAV,female,2010.0,right,20.0,45.0,61.0,166.0,1994-03-05,8.2017,9.2017,,,,
sr:competitor:64968,"Dodin, Oceane",France,FRA,DOD,female,2014.0,right,46.0,375.0,59.0,183.0,1996-10-24,6.2017,10.2017,,,,
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM,female,,right,12.0,40.0,,,1998-11-11,2.2023,6.2023,K-Swiss ? ,K-Swiss ? Asics*,Wilson ? Head,
sr:competitor:124804,"Masarova, Rebeka",Spain,ESP,MAS,female,2016.0,right,62.0,125.0,71.0,186.0,1999-08-06,12.2023,10.2023,Joma ? Asics*,Joma ? Asics*,Wilson,
sr:competitor:234150,"Potapova, Anastasia",Neutral,,POT,female,2016.0,right,21.0,40.0,57.0,175.0,2001-03-30,6.2023,12.2022,Nike,Nike,Wilson,
sr:competitor:51392,"Vickery, Sachia",USA,USA,VIC,female,2013.0,right,73.0,225.0,58.0,163.0,1995-05-11,7.2018,8.2019,Fila ? Diadem,Fila ? Diadem,Tecnifibre ? Diadem,
sr:competitor:274013,"Swiatek, Iga",Poland,POL,SWI,female,2016.0,right,1.0,29.0,65.0,176.0,2001-05-31,4.2022,2.2022,Asics ? On,Asics ? On,Technifibre,Infosys
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM,female,2009.0,right,46.0,254.0,58.0,170.0,1995-02-25,7.2024,8.2014,,,Babolat,
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER,female,,left,13.0,17.0,,,2002-09-06,8.2022,10.2023,,,,
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU,female,2018.0,right,2.0,1.0,55.0,175.0,2004-03-13,6.2024,8.2022,,,,
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN,UDV,female,,right,76.0,65.0,,170.0,1998-09-28,9.2022,10.2022,Lotto,Lotto,Yonex ? Artengo,HotelPlanner
sr:competitor:58515,"Collins, Danielle",USA,USA,COL,female,2014.0,right,7.0,79.0,64.0,178.0,1993-12-13,7.2022,10.2023,Alo Yoga* ? FP Movement,Adidas*,Tecnifibre,Clear Street | Wear SPF
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL,female,2015.0,right,11.0,49.0,,175.0,1998-12-02,10.2024,2.2023,Alo Yoga* ? Nike,Adidas ? Nike,Yonex ? Wilson,
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR,KAL,female,2013.0,right,25.0,100.0,70.0,179.0,1997-02-07,5.2023,6.2024,,,Yonex,
sr:competitor:51293,"Svitolina, Elina",Ukraine,UKR,SVI,female,2010.0,right,3.0,108.0,60.0,174.0,1994-09-12,9.2017,5.2015,Paka ? Adidas,Nike ? Adidas,Wilson,
sr:competitor:217912,"Andreescu, Bianca",Canada,CAN,AND,female,2017.0,right,4.0,147.0,60.0,170.0,2000-06-16,10.2019,7.2018,Nike,Nike,Head,
sr:competitor:65950,"Sakkari, Maria",Greece,GRC,SAK,female,2015.0,right,3.0,169.0,62.0,172.0,1995-07-25,3.2022,9.2019,Adidas,Adidas,Wilson,
sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR,female,2012.0,right,70.0,59.0,58.0,172.0,1996-07-28,9.2024,10.2024,Asics,Asics,Yonex,Vitamin Well | Zales
sr:competitor:65656,"Ferro, Fiona",France,FRA,FER,female,2012.0,right,39.0,257.0,56.0,170.0,1997-03-12,3.2021,5.2021,Lacoste,Nike ? Lacoste,Yonex,Well Job
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA,female,,,79.0,144.0,,,2000-02-17,10.2024,5.2024,,,,
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC,female,,right,137.0,325.0,,,2003-05-03,8.2024,9.2022,,,,
sr:competitor:67757,"Pera, Bernarda",USA,USA,PER,female,2009.0,left,27.0,35.0,,175.0,1994-12-03,6.2023,2.2022,Lacoste,Mizuno ? Lacoste,Babolat ? Yonex,
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC,female,,right,29.0,131.0,,,2001-01-25,8.2023,10.2024,Australian ? EA7,Wilson,Wilson,
sr:competitor:110803,"Minnen, Greet",Belgium,BEL,MIN,female,,right,59.0,45.0,,,1997-08-14,10.2023,1.2024,Lotto,Lotto,Wilson ? Yonex,Hubo
sr:competitor:348760,"Zheng, Qinwen",China,CHN,ZHE,female,,right,5.0,,,,2002-10-08,11.2024,,Nike,Nike,Wilson,Alipay
sr:competitor:19704,"Martic, Petra",Croatia,HRV,MAR,female,2008.0,right,14.0,49.0,63.0,181.0,1991-01-19,1.202,2.2022,J.Lindeberg,Asics,Wilson,
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER,female,2013.0,right,12.0,1.0,67.0,179.0,1995-11-17,11.2018,5.2021,Lotto,Lotto,Babolat ? Tecnifibre,Isdin | HubSpot
sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI,female,2015.0,right,34.0,45.0,70.0,179.0,1998-09-10,8.2023,9.202,Lotto,Lotto,Wilson,
sr:competitor:45584,"Zhu, Lin",China,CHN,ZHU,female,2012.0,right,31.0,80.0,64.0,173.0,1994-01-28,9.2023,10.2023,Yonex,Yonex,Yonex,
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU,female,,right,51.0,62.0,,,2004-05-07,9.2024,8.2024,Adidas,Adidas,Wilson,
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS,female,2007.0,left,41.0,56.0,65.0,180.0,1990-12-13,8.2023,11.2021,Hydrogen ? About Sports,Asics*,Wilson,
sr:competitor:662273,"Andreeva, Erika",Neutral,,AND,female,,right,65.0,274.0,,,2004-06-24,10.2024,12.2023,Lacoste,Lacoste,Tecnifibre,
sr:competitor:71250,"Frech, Magdalena",Poland,POL,FRE,female,2013.0,right,22.0,174.0,58.0,171.0,1997-12-15,10.2024,8.2022,Bidi Badu,Mizuno,Wilson,TERMOton | sondacrypto
sr:competitor:35424,"Keys, Madison",USA,USA,KEY,female,2009.0,right,7.0,56.0,66.0,178.0,1995-02-17,10.2016,10.2022,Nike,Nike,Wilson,
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND,female,,right,16.0,64.0,,,2007-04-29,10.2024,10.2024,Nike,Nike,Wilson,
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA,female,,right,36.0,72.0,,,1998-09-25,5.2024,10.2024,Adidas ? Nike,Adidas* ? Nike,Wilson,
sr:competitor:19017,"Azarenka, Victoria",Neutral,,AZA,female,2003.0,right,1.0,7.0,67.0,183.0,1989-07-31,1.2012,7.2008,Nike,Nike,Wilson,
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT,female,2010.0,right,27.0,90.0,59.0,163.0,1995-01-07,2.2017,9.2024,K-Swiss,K-Swiss,Babolat,
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU,female,2013.0,right,23.0,282.0,68.0,182.0,1996-08-01,11.2024,11.2024,Nike,Nike,Wilson,
sr:competitor:92442,"Fett, Jana",Croatia,HRV,FET,female,2013.0,right,97.0,348.0,65.0,168.0,1996-11-02,10.2017,5.2018,,,,
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN,female,2017.0,right,4.0,22.0,57.0,170.0,1998-11-14,3.202,10.2024,Fila ? FP Movement,Fila*,Babolat,
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO,female,2018.0,right,33.0,167.0,,,2001-12-22,4.2022,9.2024,Lotto ? Adidas,Lotto ? Adidas,Babolat,Colsanitas | Zurich
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE,GOL,female,2010.0,right,35.0,61.0,56.0,169.0,1992-10-16,2.2022,4.2023,Asics,Asics,Yonex ? Tecnifibre,Fromm
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD,female,2013.0,right,2.0,124.0,70.0,180.0,1997-11-15,4.2022,4.2022,Nike,Nike,Wilson,
sr:competitor:58267,"Radanovic, Dejana",Serbia,SRB,RAD,female,2013.0,right,187.0,398.0,,172.0,1996-05-14,7.2018,6.2021,,,,
sr:competitor:836764,"Lim, Jenny",France,FRA,LIM,female,,right,435.0,470.0,,,2005-01-17,9.2024,10.2024,,,,
sr:competitor:97995,"Galfi, Dalma",Hungary,HUN,GAL,female,2014.0,right,79.0,126.0,68.0,178.0,1998-08-13,9.2022,9.2022,,,,
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL,female,,right,107.0,180.0,,,2000-12-13,6.2023,3.2022,,,,
sr:competitor:152052,"Bjorklund, Mirjam",Sweden,SWE,BJO,female,,right,123.0,281.0,,,1998-07-29,6.2022,1.2022,,,,
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE,female,,right,134.0,251.0,,,2005-10-27,3.2024,11.2024,,,,
sr:competitor:132988,"MA, Yexin",China,CHN,YEX,female,,,177.0,187.0,,,1999-06-10,5.2024,4.2023,,,,
sr:competitor:51473,"Paar, Laura-Ioana",Romania,ROU,PAA,female,,right,190.0,113.0,,173.0,1988-05-31,2.2021,3.202,,,,
sr:competitor:58423,"Stevanovic, Natalija",Serbia,SRB,STE,female,2008.0,right,145.0,152.0,,164.0,1994-07-25,7.2023,5.2024,,,,
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY,female,,right,132.0,184.0,,,1995-11-11,7.2024,7.2024,,,,
sr:competitor:273017,"Mandlik, Elizabeth",USA,USA,MAN,female,,right,97.0,187.0,,,2001-05-19,6.2023,11.2022,,,,
sr:competitor:535801,"Schunk, Nastasja",Germany,DEU,SCH,female,,left,143.0,462.0,,,2003-08-17,8.2022,11.2024,,,,
sr:competitor:210716,"Lamens, Suzan",Netherlands,NLD,LAM,female,,right,86.0,183.0,,,1999-07-05,11.2024,5.2023,,,,
sr:competitor:750331,"Iliev, Sarah",France,FRA,ILI,female,,,,,,,2006-10-03,,,,,,
sr:competitor:49171,"Parrizas Diaz, Nuria",Spain,ESP,PAR,female,2008.0,right,45.0,320.0,,,1991-07-15,3.2022,9.2022,,,,
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA,female,2012.0,right,143.0,97.0,,164.0,1997-02-09,8.2022,7.2024,,,,
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY,female,,right,154.0,66.0,,,1997-06-30,6.2023,9.2023,,,,
sr:competitor:58053,"Sharma, Astra",Australia,AUS,SHA,female,2011.0,right,84.0,91.0,,178.0,1995-09-11,2.2022,2.2022,Lululemon*,Wilson,Wilson,
sr:competitor:282219,"Sakatsume, Himeno",Japan,JPN,SAK,female,,,164.0,426.0,,,2001-08-03,6.2023,11.2024,,,,
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR,female,,right,176.0,99.0,,,2000-04-21,7.2024,10.2024,,,,
sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR,female,,right,135.0,123.0,,,1996-04-21,4.2024,7.2022,,,,
sr:competitor:129534,"Hruncakova, Viktoria",Slovakia,SVK,HRU,female,2014.0,right,43.0,27.0,61.0,180.0,1998-05-11,3.2019,3.2021,,,,
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR,female,,right,40.0,27.0,,,2000-12-31,8.2023,9.2023,Asics ? Wilson,Asics ? Wilson,Yonex ? Wilson,
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES,female,,,63.0,180.0,,,1999-07-08,8.2024,4.2024,,,,
sr:competitor:18977,"Kanepi, Kaia",Estonia,EST,KAN,female,2000.0,right,15.0,106.0,74.0,181.0,1985-06-10,8.2012,6.2011,iCOURT,Asics*,Wilson,
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK,female,,right,206.0,151.0,,,1996-02-06,9.2024,11.2024,,,,
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN,ZID,female,2014.0,right,22.0,47.0,,168.0,1997-12-26,2.2022,1.2023,Joma,Joma,Yonex,
sr:competitor:568715,"Semenistaja, Darja",Latvia,LVA,SEM,female,,left,106.0,127.0,,,2002-09-16,4.2024,10.2024,,,,
sr:competitor:227490,"Tubello, Alice",France,FRA,TUB,female,,,219.0,460.0,,,2001-01-30,8.2024,6.2023,,,,
sr:competitor:105099,"Birrell, Kimberly",Australia,AUS,BIR,female,2014.0,right,100.0,162.0,62.0,170.0,1998-04-29,9.2023,9.2024,,,,
sr:competitor:261583,"Li, Ann",USA,USA,ANN,female,,right,44.0,369.0,,,2000-06-26,1.2022,1.202,Fila,Fila,Dunlop Srixon,Kleenex | Ecobee
sr:competitor:755469,"Todoni, Anca Alexia",Romania,ROU,TOD,female,,,112.0,289.0,,,2004-10-10,11.2024,10.2024,,,,
sr:competitor:83607,"Capurro Taborda, Martina",Argentina,ARG,CAP,female,,left,149.0,380.0,,,1997-12-04,1.2024,11.2023,,,,
sr:competitor:380704,"Snigur, Daria",Ukraine,UKR,SNI,female,,right,105.0,,,,2002-03-27,11.2022,,,,,
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN,female,,left,39.0,212.0,,,2001-04-14,9.2024,9.2024,,Asics*,Yonex,
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK,female,,left,344.0,265.0,,,2005-12-15,11.2024,11.2024,,,,
sr:competitor:155890,"Stefanini, Lucrezia",Italy,ITA,STE,female,,right,99.0,393.0,,,1998-05-15,8.2023,4.2022,,,,
sr:competitor:577513,"Ruzic, Antonia",Croatia,HRV,RUZ,female,,right,143.0,,,,2003-01-20,11.2024,,,,,
sr:competitor:67743,"Gjorcheska, Lina",North Macedonia,MKD,GJO,female,,right,170.0,116.0,,180.0,1994-08-03,6.2017,6.2017,,,,
sr:competitor:517296,"Falei, Aliona",Neutral,,FAL,female,,right,173.0,393.0,,,2004-03-29,5.2024,9.2024,,,,
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA,female,2011.0,right,104.0,56.0,,164.0,1995-03-18,4.2022,5.2019,,,,
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE,KNU,female,,right,155.0,270.0,,,1997-04-21,11.2023,4.2023,,,,
sr:competitor:40142,"Ormaechea, Paula",Argentina,ARG,ORM,female,2010.0,right,59.0,188.0,57.0,170.0,1992-09-28,10.2013,7.2013,,,,
sr:competitor:52691,"Zhao, Carol",Canada,CAN,ZHA,female,2016.0,right,131.0,157.0,,168.0,1995-06-20,6.2018,7.2016,,,,
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS,female,2015.0,right,21.0,82.0,63.0,175.0,2000-05-15,1.202,1.202,Yonex,Yonex,Yonex,COFO.live
sr:competitor:467035,"Timofeeva, Maria",Neutral,,TIM,female,2018.0,right,93.0,179.0,,,2003-11-18,4.2024,2.2023,Fourteen,K-Swiss,Wilson,
sr:competitor:36067,"Tsurenko, Lesia",Ukraine,UKR,TSU,female,2007.0,right,23.0,115.0,67.0,174.0,1989-05-30,2.2019,5.2018,Lotto,Lotto,Head,
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW,female,2012.0,left,46.0,5.0,77.0,170.0,1996-04-16,8.2024,6.2023,,,Yonex,
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD,female,2012.0,right,9.0,2.0,63.0,175.0,1997-04-24,10.2022,6.2022,EA7,EA7,Wilson,
sr:competitor:66476,"Osaka, Naomi",Japan,JPN,OSA,female,2014.0,right,1.0,324.0,69.0,180.0,1997-10-16,1.2019,4.2017,Nike,Nike,Yonex,Workday
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS,female,2018.0,right,16.0,27.0,,171.0,2002-06-28,6.2024,5.2023,Wilson,Nike ? Wilson,Wilson,
sr:competitor:72758,"Cristian, Jaqueline Adina",Romania,ROU,CRI,female,2013.0,right,57.0,168.0,,180.0,1998-06-05,7.2024,2.202,,,,
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR,female,2011.0,right,4.0,2.0,61.0,177.0,1993-10-16,9.2018,10.2016,Yonex,New Balance*,Yonex,Etam | OneStream
sr:competitor:281189,"Anisimova, Amanda",USA,USA,ANI,female,2016.0,right,21.0,386.0,59.0,180.0,2001-08-31,10.2019,6.2019,Nike,Nike,Wilson,
sr:competitor:588069,"Bai, Zhuoxuan",China,CHN,BAI,female,,,83.0,,,,2002-11-16,3.2024,,Yonex,Yonex,Yonex,
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN,female,,left,12.0,48.0,,,2004-04-02,11.2024,10.2024,Adidas,Adidas,Yonex,
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU,female,,right,33.0,432.0,,,2002-12-21,2.2022,2.2022,Yonex ? Adidas,Yonex ? Adidas,Yonex,
sr:competitor:153860,"Trevisan, Martina",Italy,ITA,TRE,female,2008.0,left,18.0,138.0,,160.0,1993-11-03,5.2023,6.2021,Diadora,Diadora,Head,Colavita | Acrobatica
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA,female,2008.0,right,39.0,35.0,53.0,163.0,1993-03-15,6.2018,9.2019,Mizuno,Mizuno,Babolat,
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO,female,2011.0,right,4.0,9.0,,160.0,1996-01-04,10.2024,10.2024,Asics,Asics,Yonex,Hotelplanner.com | Nº7
sr:competitor:137962,"Day, Kayla",USA,USA,DAY,female,2016.0,left,84.0,133.0,,173.0,1999-09-28,4.2024,1.2018,Vuori ? ,Nike*,Babolat,
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN,female,2009.0,right,19.0,26.0,59.0,171.0,1992-02-12,3.2023,4.2022,Joma,Joma,Babolat ?  Yonex,Hotelplanner
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON,female,2014.0,left,6.0,38.0,59.0,172.0,1999-06-28,9.2023,9.2023,Nike ? J. Lindeberg,Nike,Yonex,Red Bull
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK,female,,right,61.0,65.0,,,2001-08-28,10.2024,6.2022,Lotto,Lotto,Yonex,
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB,female,2010.0,right,2.0,116.0,66.0,167.0,1994-08-28,6.2022,2.202,Lotto ? Kayanee,Lotto ? Asics,Wilson,
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE,female,2010.0,right,15.0,58.0,66.0,180.0,1994-11-15,4.2024,9.2022,Fila ? K-Swiss,Fila ? K-Swiss,Wilson,
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON,female,2011.0,right,104.0,101.0,,,1996-09-26,9.2024,11.2022,,,,
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV,female,2005.0,right,11.0,21.0,72.0,177.0,1991-07-03,11.2021,9.2013,Lacoste ? ,Lacoste ? ,Wilson,
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL,female,2017.0,right,41.0,9.0,79.0,178.0,1998-09-05,10.2023,8.2024,Asics,Asics,Wilson,
sr:competitor:225046,"Burel, Clara",France,FRA,BUR,female,,right,42.0,246.0,,175.0,2001-03-24,6.2024,5.2022,Adidas,Adidas,Babolat,
sr:competitor:20732,"Pliskova, Karolina",Czechia,CZE,PLI,female,2009.0,right,1.0,11.0,72.0,186.0,1992-03-21,7.2017,10.2016,Fila ? Adidas,Fila ? Adidas,Babolat,
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR,female,2014.0,right,32.0,17.0,69.0,176.0,1996-10-08,2.2022,5.2024,Joma,Joma,Wilson,Nara | Castellón
sr:competitor:246905,"Gracheva, Varvara",France,FRA,GRA,female,,right,39.0,135.0,,,2000-08-02,1.2024,3.2022,Le Coq Sportif ? Lotto,Nike ? Lotto,Yonex,World of Hyatt | Blue Owl
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS,female,,right,25.0,60.0,,,2004-11-17,8.2024,8.2024,Yonex,Yonex,Yonex,Redo | OK System
sr:competitor:318195,"Parry, Diane",France,FRA,PAR,female,,right,48.0,74.0,,,2002-09-01,10.2024,12.2023,Asics,Asics,Wilson,Renault
sr:competitor:35838,"Begu, Irina-Camelia",Romania,ROU,BEG,female,2009.0,right,22.0,22.0,67.0,181.0,1990-08-26,8.2016,10.2018,Fila,Fila,Babolat,
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC,female,2015.0,right,56.0,19.0,,,1998-01-01,1.2024,6.2024,,,Wilson ? Yonex,
sr:competitor:41355,"Bogdan, Ana",Romania,ROU,BOG,female,2011.0,right,39.0,148.0,59.0,171.0,1992-11-25,7.2023,7.2019,Nike ? Lacoste,Nike ? Lacoste,Yonex,
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB,female,2014.0,right,56.0,43.0,57.0,163.0,1994-11-28,1.2016,7.2017,Le Coq Sportif,Yonex,Yonex,Brass | Radius7
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD,female,2012.0,left,10.0,10.0,78.0,185.0,1996-05-30,6.2023,5.2023,Joma ? Asics,Joma ? Asics,Wilson,Itaú | Bauducco
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB,female,2016.0,right,3.0,48.0,72.0,184.0,1999-06-17,6.2023,10.2021,Adidas ? Yonex,Adidas ? Yonex,Yonex,Bank RBK | RedBull
sr:competitor:18808,"Cornet, Alize",France,FRA,COR,female,2006.0,right,11.0,59.0,60.0,173.0,1990-01-22,2.2009,3.2011,,,,
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA,female,2009.0,right,10.0,1.0,60.0,184.0,1993-05-14,10.2017,6.2019,Adidas,Adidas,Wilson,
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR,female,,right,71.0,124.0,,,2000-02-10,5.2024,11.2024,,,,
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR,female,2006.0,right,21.0,35.0,59.0,176.0,1990-04-07,8.2013,3.2009,New Balance,New Balance,Yonex,
sr:competitor:366114,"Avanesyan, Elina",Armenia,ARM,AVA,female,,right,43.0,163.0,,,2002-09-17,10.2024,8.2024,Adidas,Adidas,Head,Midea | AMD
sr:competitor:69988,"Korpatsch, Tamara",Germany,DEU,KOR,female,2011.0,right,71.0,289.0,56.0,170.0,1995-05-12,10.2023,11.2024,Nike*,,Yonex,
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE,female,,right,43.0,71.0,,,2001-10-08,9.2023,9.2024,Wilson,Wilson,Wilson,
sr:competitor:19578,"Kerber, Angelique",Germany,DEU,KER,female,2003.0,left,1.0,103.0,68.0,173.0,1988-01-18,9.2016,8.2013,,,,
sr:competitor:157754,"Sabalenka, Aryna",Neutral,,SAB,female,2015.0,right,1.0,1.0,80.0,182.0,1998-05-05,9.2023,2.2021,Nike,Nike,Wilson,
sr:competitor:132370,"Kasatkina, Daria",Neutral,,KAS,female,2014.0,right,8.0,43.0,62.0,170.0,1997-05-07,10.2022,9.2016,Adidas,Adidas,Tecnifibre ? Artengo,
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR,female,2014.0,right,59.0,135.0,,160.0,1997-09-30,11.2024,10.2018,,,,
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV,female,,right,8.0,93.0,,,2001-05-18,9.2024,8.2024,Fila,Fila,Yonex,Dove | Red Bull
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK,female,2016.0,right,82.0,78.0,,,1993-03-30,11.2023,7.2022,,,Babolat,
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE,female,,right,31.0,88.0,,,1996-05-05,6.2023,7.2022,,,,
sr:competitor:46304,"Schmiedlova, Anna-Karolina",Slovakia,SVK,SCH,female,2011.0,right,26.0,213.0,63.0,176.0,1994-09-13,10.2015,6.2015,,,,
sr:competitor:60276,"Podoroska, Nadia",Argentina,ARG,POD,female,2011.0,right,36.0,62.0,60.0,170.0,1997-02-10,7.2021,10.2021,Fila,Fila,Head,
sr:competitor:23158,"Stephens, Sloane",USA,USA,STE,female,2010.0,right,3.0,63.0,61.0,170.0,1993-03-20,7.2018,9.2024,Nike ? FP Movement,New Balance*,Head,Cornerstone | Motorola
